Title,Company,Level,Skills,JobID
Android Developer (Lonic/Angular),Entrepreware,Entry Level,Json,5475
Android Developer (Lonic/Angular),Entrepreware,Entry Level,Information Technology (IT),5476
Android Developer (Lonic/Angular),Entrepreware,Entry Level,Fragments,5477
Property Consultant,Manjam,Experienced,Sales Skills,5478
Property Consultant,Manjam,Experienced,Sales Target,5479
Property Consultant,Manjam,Experienced,Communication Skills,5480
Property Consultant,Manjam,Experienced,Negotiation Skills,5481
Property Consultant,Manjam,Experienced,Customer Care,5482
Property Consultant,Manjam,Experienced,Customer Service,5483
Property Consultant,Manjam,Experienced,Customer Support,5484
Property Consultant,Manjam,Experienced,Sales/Retail,5485
Secretary,QUORUM,Entry Level,secretary,5486
Secretary,QUORUM,Entry Level,consultancy,5487
Secretary,QUORUM,Entry Level,efficient,5488
Secretary,QUORUM,Entry Level,proactive,5489
Secretary,QUORUM,Entry Level,hardworker,5490
Secretary,QUORUM,Entry Level,MS Office Suit,5491
Secretary,QUORUM,Entry Level,english,5492
Secretary,QUORUM,Entry Level,miticulous,5493
Secretary,QUORUM,Entry Level,Office Management,5494
Secretary,QUORUM,Entry Level,Microsoft Office,5495
Chief Financial Officer,Confidential,Manager,Finance,5496
Chief Financial Officer,Confidential,Manager,Financial Management,5497
Chief Financial Officer,Confidential,Manager,Financial Analysis,5498
Chief Financial Officer,Confidential,Manager,Manufacturing,5499
Chief Financial Officer,Confidential,Manager,Food and Beverage,5500
Chief Financial Officer,Confidential,Manager,Accounting/Finance,5501
Chief Accountant - Payable,Ghassan Ahmed Alsulaiman for Electronic Services,Manager,Finance,5502
Chief Accountant - Payable,Ghassan Ahmed Alsulaiman for Electronic Services,Manager,Commerce,5503
Chief Accountant - Payable,Ghassan Ahmed Alsulaiman for Electronic Services,Manager,Financial Management,5504
Chief Accountant - Payable,Ghassan Ahmed Alsulaiman for Electronic Services,Manager,Financial Accountant,5505
Chief Accountant - Payable,Ghassan Ahmed Alsulaiman for Electronic Services,Manager,Financial Analysis,5506
Chief Accountant - Payable,Ghassan Ahmed Alsulaiman for Electronic Services,Manager,Chief Accounting,5507
Chief Accountant - Payable,Ghassan Ahmed Alsulaiman for Electronic Services,Manager,Accounting/Finance,5508
UI Designer/Developer,Rasan,Experienced,UI,5509
UI Designer/Developer,Rasan,Experienced,Agile,5510
UI Designer/Developer,Rasan,Experienced,UX,5511
UI Designer/Developer,Rasan,Experienced,Computer Science,5512
UI Designer/Developer,Rasan,Experienced,CSS,5513
UI Designer/Developer,Rasan,Experienced,HTML,5514
UI Designer/Developer,Rasan,Experienced,javaScript,5515
UI Designer/Developer,Rasan,Experienced,Web Development,5516
UI Designer/Developer,Rasan,Experienced,Front-End,5517
UI Designer/Developer,Rasan,Experienced,Adobe XD,5518
UI Designer/Developer,Rasan,Experienced,Full-Stack,5519
UI Designer/Developer,Rasan,Experienced,SaSS,5520
Senior Integration .NET Developer,Rasan,Experienced,Computer Science,5521
Senior Integration .NET Developer,Rasan,Experienced,Software Development,5522
Senior Integration .NET Developer,Rasan,Experienced,.NET,5523
Senior Integration .NET Developer,Rasan,Experienced,C#,5524
Senior Integration .NET Developer,Rasan,Experienced,MVC,5525
Senior Integration .NET Developer,Rasan,Experienced,Agile,5526
Senior Integration .NET Developer,Rasan,Experienced,TFS,5527
Senior Integration .NET Developer,Rasan,Experienced,WCF,5528
Senior Integration .NET Developer,Rasan,Experienced,Web API,5529
Senior Integration .NET Developer,Rasan,Experienced,Integration,5530
Senior Integration .NET Developer,Rasan,Experienced,MS-SQL,5531
Senior React Native Developer,Rasan,Experienced,Computer Science,5532
Senior React Native Developer,Rasan,Experienced,Software Development,5533
Senior React Native Developer,Rasan,Experienced,React,5534
Senior React Native Developer,Rasan,Experienced,javaScript,5535
Senior React Native Developer,Rasan,Experienced,REST APIs,5536
Senior React Native Developer,Rasan,Experienced,Programming,5537
Senior React Native Developer,Rasan,Experienced,Native,5538
Senior React Native Developer,Rasan,Experienced,XCode,5539
Senior React Native Developer,Rasan,Experienced,Gradle,5540
Senior React Native Developer,Rasan,Experienced,IntelliJ,5541
Senior MVC .NET Developer,Rasan,Experienced,Computer Science,5542
Senior MVC .NET Developer,Rasan,Experienced,Software Development,5543
Senior MVC .NET Developer,Rasan,Experienced,C#,5544
Senior MVC .NET Developer,Rasan,Experienced,Agile,5545
Senior MVC .NET Developer,Rasan,Experienced,TFS,5546
Senior MVC .NET Developer,Rasan,Experienced,Troubleshooting,5547
Senior MVC .NET Developer,Rasan,Experienced,Design,5548
Senior MVC .NET Developer,Rasan,Experienced,Frontend,5549
Senior MVC .NET Developer,Rasan,Experienced,MVC.NET,5550
Senior MVC .NET Developer,Rasan,Experienced,English,5551
Business Development Manager ( Construction...,Gila Electric,Manager,Project Management,5552
Business Development Manager ( Construction...,Gila Electric,Manager,Engineering,5553
Business Development Manager ( Construction...,Gila Electric,Manager,Sales,5554
Business Development Manager ( Construction...,Gila Electric,Manager,Engineering - Construction/Civil/Architecture,5555
Business Development Manager ( Construction...,Gila Electric,Manager,Business Development,5556
B2B Sales Executive - Maadi,Lasirena Group,Experienced,B2B,5557
B2B Sales Executive - Maadi,Lasirena Group,Experienced,English,5558
B2B Sales Executive - Maadi,Lasirena Group,Experienced,Communication,5559
B2B Sales Executive - Maadi,Lasirena Group,Experienced,Sales Target,5560
B2B Sales Executive - Maadi,Lasirena Group,Experienced,Customer Service,5561
B2B Sales Executive - Maadi,Lasirena Group,Experienced,Negotiation Skills,5562
B2B Sales Executive - Maadi,Lasirena Group,Experienced,Sales/Retail,5563
Senior Digital Media Buyer,Arrows,Experienced,Digital Media Buying,5564
Senior Digital Media Buyer,Arrows,Experienced,Facebook,5565
Senior Digital Media Buyer,Arrows,Experienced,ROI,5566
Senior Digital Media Buyer,Arrows,Experienced,Google Advertising,5567
Senior Digital Media Buyer,Arrows,Experienced,Social Media,5568
Senior Digital Media Buyer,Arrows,Experienced,Digital Marketing,5569
Senior Digital Media Buyer,Arrows,Experienced,SEO,5570
Senior Digital Media Buyer,Arrows,Experienced,Google Adwords,5571
Senior Digital Media Buyer,Arrows,Experienced,Campaigns,5572
Senior Digital Media Buyer,Arrows,Experienced,Snapchat,5573
Senior Sales Engineer,Pace engineering solutions,Experienced,Sales Target,5574
Senior Sales Engineer,Pace engineering solutions,Experienced,Customer Relationship,5575
Senior Sales Engineer,Pace engineering solutions,Experienced,Mechanical Engineering,5576
Senior Sales Engineer,Pace engineering solutions,Experienced,Electrical Engineering,5577
Senior Sales Engineer,Pace engineering solutions,Experienced,Earthing,5578
Senior Sales Engineer,Pace engineering solutions,Experienced,Lightning Systems,5579
Senior Sales Engineer,Pace engineering solutions,Experienced,Sales/Retail,5580
Medical Advisor,Confidential,Entry Level,Pharmacy,5581
Medical Advisor,Confidential,Entry Level,Sales Skills,5582
Medical Advisor,Confidential,Entry Level,Indoor Sales,5583
Medical Advisor,Confidential,Entry Level,Outdoor Sales,5584
Medical Advisor,Confidential,Entry Level,English,5585
Medical Advisor,Confidential,Entry Level,Medical Sales,5586
Medical Advisor,Confidential,Entry Level,Pharmaceuticals,5587
Medical Advisor,Confidential,Entry Level,Medical/Healthcare,5588
Medical Advisor,Confidential,Entry Level,Sales/Retail,5589
Purchasing Specialist,Confidential,Experienced,Purchasing,5590
Purchasing Specialist,Confidential,Experienced,Home Appliances,5591
Purchasing Specialist,Confidential,Experienced,Supply Chain,5592
Purchasing Specialist,Confidential,Experienced,Planning,5593
Purchasing Specialist,Confidential,Experienced,Microsoft Excel,5594
Purchasing Specialist,Confidential,Experienced,Business Administration,5595
Purchasing Specialist,Confidential,Experienced,Data Analysis,5596
Purchasing Specialist,Confidential,Experienced,Retail,5597
Purchasing Specialist,Confidential,Experienced,Procurement,5598
Office Manager,Pace engineering solutions,Experienced,Business Administration,5599
Office Manager,Pace engineering solutions,Experienced,Sales Admin,5600
Office Manager,Pace engineering solutions,Experienced,Sales Skills,5601
Office Manager,Pace engineering solutions,Experienced,Administration,5602
Office Manager,Pace engineering solutions,Experienced,Sales/Retail,5603
Customer Service & Operations Executive,Five,Entry Level,Sales,5604
Customer Service & Operations Executive,Five,Entry Level,Customer Service,5605
Customer Service & Operations Executive,Five,Entry Level,Customer Care,5606
Customer Service & Operations Executive,Five,Entry Level,Problem Solving,5607
Customer Service & Operations Executive,Five,Entry Level,Operations,5608
Customer Service & Operations Executive,Five,Entry Level,Customer Service/Support,5609
Customer Service & Operations Executive,Five,Entry Level,Operations/Management,5610
AutoCAD & 3D Architect,Adawliah agency,Experienced,AutoCAD,5611
AutoCAD & 3D Architect,Adawliah agency,Experienced,3D,5612
AutoCAD & 3D Architect,Adawliah agency,Experienced,Microsoft Office,5613
AutoCAD & 3D Architect,Adawliah agency,Experienced,Photoshop,5614
AutoCAD & 3D Architect,Adawliah agency,Experienced,Engineering,5615
AutoCAD & 3D Architect,Adawliah agency,Experienced,Product Design,5616
AutoCAD & 3D Architect,Adawliah agency,Experienced,3D Modeling,5617
AutoCAD & 3D Architect,Adawliah agency,Experienced,English,5618
AutoCAD & 3D Architect,Adawliah agency,Experienced,2D,5619
AutoCAD & 3D Architect,Adawliah agency,Experienced,Communication Skills,5620
Creative Content Creator,Clouds Software Solutions,Part Time,3-5 Yrs of Exp,5621
Creative Content Creator,Clouds Software Solutions,Part Time,Content,5622
Creative Content Creator,Clouds Software Solutions,Part Time,Social Media,5623
Creative Content Creator,Clouds Software Solutions,Part Time,SEO,5624
Creative Content Creator,Clouds Software Solutions,Part Time,English,5625
Creative Content Creator,Clouds Software Solutions,Part Time,Arabic,5626
Creative Content Creator,Clouds Software Solutions,Part Time,Digital,5627
Creative Content Creator,Clouds Software Solutions,Part Time,Writing Skills,5628
Creative Content Creator,Clouds Software Solutions,Part Time,Research,5629
Creative Content Creator,Clouds Software Solutions,Part Time,Creative,5630
Creative Content Creator,Clouds Software Solutions,Part Time,Marketing,5631
HR Screener,Atheel CC,Entry Level,Recruitment,5632
HR Screener,Atheel CC,Entry Level,Screening,5633
HR Screener,Atheel CC,Entry Level,HRMS,5634
HR Screener,Atheel CC,Entry Level,Communication Skills,5635
HR Screener,Atheel CC,Entry Level,Human Resources,5636
Junior Sales Executive Real Estate,Gates Development,Entry Level,Sales Skills,5637
Junior Sales Executive Real Estate,Gates Development,Entry Level,Real Estate,5638
Junior Sales Executive Real Estate,Gates Development,Entry Level,Presentation,5639
Junior Sales Executive Real Estate,Gates Development,Entry Level,Sales Target,5640
Junior Sales Executive Real Estate,Gates Development,Entry Level,Negotiation,5641
Junior Sales Executive Real Estate,Gates Development,Entry Level,Communications,5642
Junior Sales Executive Real Estate,Gates Development,Entry Level,Sales/Retail,5643
Software QC Supervisor,Eva Pharma,Manager,Information Technology (IT),5644
Software QC Supervisor,Eva Pharma,Manager,Computer Science,5645
Software QC Supervisor,Eva Pharma,Manager,Telecom,5646
Software QC Supervisor,Eva Pharma,Manager,Software Quality,5647
Software QC Supervisor,Eva Pharma,Manager,Software Engineering,5648
Software QC Supervisor,Eva Pharma,Manager,Mobile Apps,5649
Software QC Supervisor,Eva Pharma,Manager,APIs,5650
Software QC Supervisor,Eva Pharma,Manager,Testing,5651
Software QC Supervisor,Eva Pharma,Manager,English,5652
Software QC Supervisor,Eva Pharma,Manager,Arabic,5653
Senior Quality Control Engineer,TruDoc 24x7,Experienced,Quality Control,5654
Senior Quality Control Engineer,TruDoc 24x7,Experienced,Engineering,5655
Senior Quality Control Engineer,TruDoc 24x7,Experienced,Software Testing,5656
Senior Quality Control Engineer,TruDoc 24x7,Experienced,QC,5657
Senior Quality Control Engineer,TruDoc 24x7,Experienced,SQL,5658
Senior Quality Control Engineer,TruDoc 24x7,Experienced,Automation,5659
Senior Quality Control Engineer,TruDoc 24x7,Experienced,Quality Assurance,5660
Senior Quality Control Engineer,TruDoc 24x7,Experienced,QA,5661
Senior Quality Control Engineer,TruDoc 24x7,Experienced,Agile,5662
Senior Quality Control Engineer,TruDoc 24x7,Experienced,Appium,5663
Senior Quality Control Engineer,TruDoc 24x7,Experienced,JMeter,5664
Senior Quality Control Engineer,TruDoc 24x7,Experienced,Jira,5665
Talent Acquisition Supervisor,Concentrix,Manager,Human Resources (HR),5666
Talent Acquisition Supervisor,Concentrix,Manager,Talent Acquisition,5667
Talent Acquisition Supervisor,Concentrix,Manager,Hiring,5668
Talent Acquisition Supervisor,Concentrix,Manager,Sourcing,5669
Talent Acquisition Supervisor,Concentrix,Manager,Screening,5670
Talent Acquisition Supervisor,Concentrix,Manager,German,5671
Talent Acquisition Supervisor,Concentrix,Manager,English,5672
Talent Acquisition Supervisor,Concentrix,Manager,Human Resources,5673
Mobile Sales Representative (Indoor),Ehab Group Stores(Mobile&Accessoires),Experienced,Males Preferred,5674
Mobile Sales Representative (Indoor),Ehab Group Stores(Mobile&Accessoires),Experienced,Indoor Sales,5675
Mobile Sales Representative (Indoor),Ehab Group Stores(Mobile&Accessoires),Experienced,Sales Skills,5676
Mobile Sales Representative (Indoor),Ehab Group Stores(Mobile&Accessoires),Experienced,Retail,5677
Mobile Sales Representative (Indoor),Ehab Group Stores(Mobile&Accessoires),Experienced,Mobiles & Accessoires,5678
Mobile Sales Representative (Indoor),Ehab Group Stores(Mobile&Accessoires),Experienced,Commerce,5679
Mobile Sales Representative (Indoor),Ehab Group Stores(Mobile&Accessoires),Experienced,English,5680
Mobile Sales Representative (Indoor),Ehab Group Stores(Mobile&Accessoires),Experienced,Sales Target,5681
Mobile Sales Representative (Indoor),Ehab Group Stores(Mobile&Accessoires),Experienced,Customer Care,5682
Network & IP Telephone Engineer (Design &...,Adawliah agency,Experienced,Computer Science,5683
Network & IP Telephone Engineer (Design &...,Adawliah agency,Experienced,Software Engineering,5684
